comment,label,repeat words,comment after merge(close)?,same with last comment?,author reply interval(project),author reply interval(PR),declare reviewer's comment?
Thank you @hmlnarik.,1,0,0,0,13,4,0
LGTM,1,0,0,0,23,5,0
Thanks for addressing the comments. LGTM.,1,0,0,0,4,3,0
"Closing this PR as I've done a few tweaks and sent a new PR (#3268)
What I fixed was:
Move changes to changelog for 2.3 (2.2 is released) and increased size of displayName to 255
Use alias, not providerId, for fallback for custom providers with no display name
Completely redone admin console parts as there was a few issues. Firstly it ended up sending the displayName in the realm rep, it used the wrong displayName (oidc ended up as saml) and also the display name wasn't updated on the edit idp page when editing the displayname/alias fields",1,2,1,0,16,2,0
Thanks!,1,0,1,0,21,4,0
looks good,1,0,0,0,2,1,0
Looks good!,1,0,0,0,19,2,0
"LGTM, thanks for improving the code style checker",1,0,1,0,3,3,0
LGTM 👍,1,0,1,0,11,5,0
👍,1,0,0,0,9,1,0
LGTM,1,0,0,0,7,5,0
"The conflicts were trivial, resolved here already",1,1,0,0,5,1,1
I'm going to close this PR. @cainj13 if you still want something here let me know and we can discuss what the best option is.,1,1,1,0,15,1,0
Failing on Windows. I pointed the issues in the review.,1,4,0,0,3,3,0
"Jenkins, test this please.",1,0,0,0,1,2,0
sgtm. thanks,1,0,1,0,12,2,0
LGTM,1,0,0,1,14,4,0
"Would be nice if this can override the file, but if not defined get ""tachyon.conf"" from classpath",1,0,0,0,20,5,0
👍,1,0,1,0,14,1,1
LGTM,1,0,1,0,20,1,0
Thanks for the test!,1,0,1,0,6,3,0
"See above comment. I think this particular change would be more consistent if reverted. Not blocking, though, since there's inconsistency either way.",1,0,1,0,1,1,0
+1 LGTM,1,0,1,0,1,4,0
sgtm. thanks,1,0,0,0,18,1,1
LGTM. Thanks for the patch!,1,0,1,0,16,4,0
"Superseded by #7588
I took this work and changed it to allow all three options, and resolved the conflicts",1,1,0,0,15,3,1
Approving per @sguilhen 's approval,1,0,0,0,9,3,0
"Jenkins, test this please.",1,0,1,0,17,1,0
Thanks!,1,0,1,0,20,4,0
LGTM. Thanks for the contribution!,1,0,0,1,16,4,0
👍,1,0,0,0,21,4,0
Looks good,1,0,0,0,21,5,0
LGTM,1,0,1,0,10,5,0
LGTM,1,0,0,0,12,1,0
LGTM,1,0,0,0,19,2,0
I totally agree and thanks for the background information.,1,0,0,0,21,5,0
LGTM! The failure is a problem with dependencies that is now solved.,1,0,0,0,10,1,0
LGTM,1,0,1,0,10,4,0
LGTM. Thanks for the fix!,1,0,1,0,11,3,0
👍,1,0,0,0,3,4,0
"Looks good, merging this!",1,0,1,0,20,4,0
Thank you for the contribution!,1,0,0,0,13,4,0
Let's merge this and open a follow-up issue for (1),1,0,0,0,14,3,0
"LGTM. Thanks for your contribution @smarthi.
Will be merging.",1,0,1,0,13,1,0
run java8 tests,1,0,0,0,13,1,0
"yes, that's correct.",1,1,0,0,15,5,0
LGTM,1,0,0,0,14,3,0
It took some time (because I faced a few different issues when building (ubi / microdnf issue) and deploying (broken token) the images but they have completed their journey to Quay.,1,1,1,0,18,1,0
"LGTM 
@vmuzikar @pedroigor I also fell into this trap when running the testsuite first time on MacOS where my os lang (and thus, locale for java) was set to DE. So +1 from my side to merge.",1,0,1,0,4,1,0
So I I'll go ahead and close this since we already have a mechanism for dealing with such cases.,1,1,1,0,12,3,0
"LGTM, thanks",1,0,1,0,1,3,0
I blindly trusted my IDE (and Google) which complained about that. But I'm not the native speaker here. :),1,1,0,0,18,5,0
"Jenkins, add to whitelist and test this please.",1,0,0,0,3,3,0
"Going to close this one for now. Thanks for your PR though.
If you'd like to discuss this further drop an email to the dev mailing list and we can continue the conversation there with the wider community included.",1,1,1,0,7,1,0
 @keycloak-ci-bot test,1,2,1,0,3,1,0
"I encounter this problem when I use sharding-jdbc-spring-boot-starter:4.1.1, my project is spring boot 2.2.12.RELEASE with the mybatis plus: mybatis-plus-boot-starter:3.4.2, how did you resolve this problem?",1,0,1,0,5,4,0
LGTM,1,0,0,0,4,2,0
Don't we need to add the deployment dependency in the deployment module?,1,1,0,0,20,1,0
"Lets talk about my comments about the interface hierarchy before we proceed further.
Note to self, review tests.",1,0,0,0,2,3,0
"Any progress on this pull request, or should it be closed?",1,4,0,0,9,1,0
"Thanks for the fix. LGTM.
This looks really clean as well.",1,0,0,0,22,5,0
"Looks good, +1 to merge this",1,0,1,0,1,2,0
"Squashed and merged, thanks!",1,0,1,1,18,5,0
I think we can close this. Bruno committed some similar support,1,1,1,1,7,3,0
"Very nice!
Will merge…",1,0,0,0,24,4,0
Looks good,1,0,1,0,10,4,0
LGTM,1,0,1,0,9,5,0
"Good catch, and thanks for the patch @xiaotao183 . LGTM and merged to trunk and 0.9.0.",1,0,0,1,2,4,0
Waiting for beta 2 release to use with spring boot 2,1,1,0,0,9,2,0
 @vince7839 add in ShardingSQLRewriterParameterizedTest,1,3,0,0,5,5,0
LGTM 👍,1,0,1,0,16,2,0
Fix minor comments and LGTM,1,0,0,0,7,3,0
"That is fine, we can support bearer,code-flow in the future when a given mechanism supports different types",1,0,1,0,6,4,0
+1 LGTM,1,0,0,0,23,3,0
Merged to trunk.,1,0,1,0,24,2,0
 @keycloak-ci-bot test,1,1,1,0,20,2,0
But no worries. I will fix this after merging it.,1,4,1,0,7,1,0
"After an offline discussion with @rmetzger and @kl0u, we have concluded that it would be important to have an histogram whose bucket size can dynamically adapt to the application.",1,2,1,0,1,4,0
Thanks!,1,0,0,0,5,4,0
"Yes, we already have a report of that somewhere. My understanding is that it's the shell doing bad things, not Quarkus.",1,0,0,0,9,4,0
"Merging for 0.13.1, we can improve later.",1,0,1,0,10,2,0
" @Trydamere Good job, merged.",1,2,0,0,16,3,0
" @Liangda-w thank you for your contribution,
and @terrymanu Thanks for your review.F120",1,1,1,0,20,1,0
Thanks.,1,0,1,0,17,2,0
"LGTM, thanks!",1,0,1,0,8,4,0
"Not a big deal, but for future reference doing something like if self.security_protocol in [SecurityConfig.SASL_PLAINTEXT, SecurityConfig.SASL_SSL, SecurityConfig.SASL_MECHANISM_GSSAPI, SecurityConfig.SASL_MECHANISM_PLAIN] is a more concise way to express conditions like this. In fact, it might be valuable to add those collections to SecurityConfig since it would allow for simple tests that look something like if self.security_protocol in SecurityConfig.SASL_MECHANISMS.",1,0,1,0,24,4,0
LGTM. Thanks.,1,0,1,0,19,5,1
Thanks!,1,0,1,0,23,4,0
Looks good to me and I see @iocanel validated it works so let's merge it :).,1,0,0,1,11,2,0
Merged to trunk (for release version 0.11.0.0).,1,0,1,0,18,4,0
"rebase on top of trunk, now that #2994 has been merged, it should pass the CI build.",1,0,1,0,11,2,0
This was done in another PR. Close this.,1,1,1,0,6,2,0
LGTM,1,0,1,0,12,3,0
Merged this. I will commit several minor fixes.,1,0,1,0,6,2,0
Note that this should be aligned with #8385 depending on which is merged first.,1,0,0,0,19,3,0
@sslavic Sorry for the late reply! And thanks for the pointers. LGTM.,1,1,1,0,3,3,0
LGTM thanks!,1,0,0,0,23,2,0
"I merged the pr manually.
You're welcome, thanks for helping!",1,0,0,0,23,5,0
👏,1,0,0,0,16,5,0
LGTM,1,0,1,0,12,5,0
This was done in another PR. Close this.,1,1,1,1,7,4,0
"NOTE: at the same time, I've switched the CI for the images. It's now using Github Actions.",1,1,1,0,8,1,0
Thanks!,1,0,1,0,2,4,0
not important,1,1,0,0,17,4,1
"Jenkins, test this please.",1,0,0,0,16,2,0
LGTM,1,0,1,0,8,1,1
"Sure, but I was just talking about non-partitioned & non-batched.. anyway it's not a big deal and it would be confusing as well.. let's just merge this.",1,1,1,0,23,5,0
"One nit, otherwise LGTM.",1,1,1,0,4,1,1
"It seems as though this is a relatively simple category to add - StreamingTest, and ignore it in all of the batch-mode ValidatesRunner profiles",1,0,1,0,5,4,1
"If _cluster/health does it, I guess that's precedent enough.",1,1,1,0,20,3,0
"Jenkins, test this please.",1,0,1,0,24,4,0
 👍,1,0,1,0,4,4,0
I pushed an update to this PR,1,1,0,0,12,4,0
"Is it necessary to have two examples for both the ""mapred"" and ""mapreduce"" variant?",0,0,0,0,17,2,0
unused?,0,0,0,0,23,1,0
"Changes look good to me. Good catch @uce :-) +1 for merging.
One minor thing: We check that the configuration contains the `ZOOKEEPER_RECOVERY_PATH` and then give the configuration to the `FileSystemBlobStore`. Wouldn't it make more sense to directly pass in the value of `ZOOKEEPER_RECOVERY_PATH` or do the checking of the correctness of the value in the `FileSystemBlobStore`? If we pass the configuration, then we don't actually know, which values will be used internally. This would untie the `BlobServer` and the `FileSystemBlobStore` a bit.",0,4,0,0,20,1,0
"If neither the partitioner or sorter are custom, MapReduce will also use the same key for both operations, i.e., behave the same way as Flink.",0,0,0,0,2,5,0
/** Should not be instantiated */,0,1,0,0,13,4,0
done.,0,0,0,0,7,1,0
Nice to see it green again: https://travis-ci.org/uce/incubator-flink/builds/27754618,0,0,0,0,13,3,0
Use a Reducer that is not derived from the combiner and has different return types to check if the combiner/reducer type handling is correct.,0,0,0,0,14,4,0
Please review again before I duplicate the files for the other 3 types.,0,0,0,0,4,4,1
Seems like a trivial test to have,0,0,0,0,9,4,0
I'm testing the PR now.,0,1,0,0,6,3,1
"The github formatting is a little screwed up, but you get the idea. I'm open to suggestions on different formatting.How about this:",0,1,0,0,16,4,0
"Then we have an issue with the BOM because it should enforce consistently the Vert.x version across all the codebase, including in your case. That's what dependency management is for. So if it doesn't work, we have something to fix with the Vert.x BOM inclusion.",0,1,0,0,8,3,0
I miss the reason to have this parameters here as it seems to me those are not accessible via any methods. But maybe I'm overlooking something.,0,0,0,0,9,2,0
"Yeah, that makes sense.",0,0,0,0,2,3,0
"Hence, I would like to know, what is the current status in this direction?",0,3,0,0,18,3,0
R: @lukecwik ,0,0,0,0,14,5,0
"done. I'm not 100% happy - we will create the write table even if you are just running the read test, but that's fine for now. I want to revisit the whole data load script portion of this when we have the first versions of the end to end tests working, including performance (ie, discuss with beam community about using write pipeline then reading same data in read pipeline for doing the ITs)",0,4,0,0,22,2,0
"Guys, I will need a conclusion for this one if you expect it to be part of 1.3.1.",0,0,0,0,23,3,0
61d5eb8 rebased,0,2,0,0,3,5,0
"I know we're going to rewrite this stuff and it is just ""dummy"" endpoint for now. So leaving to you whether to change this or not. I am fine with accept PR even without fixing it we all agree that some temporary ""bugs"" in this dummy endpoints are ok.",0,1,0,0,5,3,0
Refer to this link for build results: https://amplab.cs.berkeley.edu/jenkins/job/Tachyon-Pull-Request-Builder/396/,0,0,0,0,23,5,0
Robert forwarded your mail to the flink-dev mailing list and Artem and I replied there ([see Archive](http://mail-archives.apache.org/mod_mbox/flink-dev/201408.mbox/%3CCAAiGx18ZSW0Lfsapg_KPwmEO%2B-1TZXT0q_1OAbGRzT5At-b%3Dkg%40mail.gmail.com%3E)),0,0,0,0,4,4,0
"Similar to the above comment on the `UnknownApiVersionRequestVersionException`, [KAFKA-2512](https://issues.apache.org/jira/browse/KAFKA-2512) adds a check for all of the apis and therefore should handle this api too. See the pull request for details: https://github.com/apache/kafka/pull/200 cc @becketqin ",0,0,0,0,20,2,0
retest this please,0,0,0,0,24,2,0
I think this PR lacks some documentation as to how one would use that thread pool.,0,0,0,1,23,3,0
"We exclude Vert.x from `quarkus-http`, so we need to have access to it. ",0,1,0,0,14,3,0
"Regarding the  DeployedScriptAuthenticatorTest, we definitely need to run it. What about the protocol mapper tests, is it running ?",0,1,0,0,3,4,0
+1 to @jklukas 's suggestion. ,0,0,0,0,17,4,0
"Thinking about this more, I'm not sure using `minikube.yaml` is the correct solution for our main environment where we need to run the tests with pre-built operator image – QE pipelines with OpenShift.",0,0,0,1,13,4,0
I specifically mean the code snippet below. But yeah +1 to java docs. ,0,0,0,0,11,1,0
Failing test is unrelated. This should be ready for merging.,0,0,0,0,14,1,0
I would propose a single:,0,0,0,0,14,5,0
"You're right, fixed",0,0,0,0,16,3,0
"Can you open a JIRA for that, discuss how to implement it and then contribute the change via a PR? (I will merge this change independently of the change, so it won't be a blocker).",0,4,0,0,22,2,0
"@pedroigor Agree, I created an [issue](https://issues.jboss.org/browse/KEYCLOAK-11779) and I will start working on it tomorrow. ",0,1,0,1,24,1,0
"To avoid multi-return, etc.",0,0,0,0,1,4,0
@guozhangwang I would expect the underlying code that creates temporary directory to be the same in the current Java code related to KAFKA-2718 and the python code here. It will be good to get some more information for the unit test failures to figure out where the conflict is - I opened another PR to just add some logging.,0,3,0,0,2,4,0
I rebased the PR on the current master and removed the annoying merge commits.,0,0,0,0,8,1,0
"Say a consumer used topic subscription and paused an assigned partition, and then a rebalance happens while the user calls poll():",0,0,0,1,24,5,0
Seems reasonable but perhaps @dmlloyd has something in the pipeline that would make this obsolete?,0,0,0,0,4,2,0
Run Dataflow ValidatesRunner,0,0,0,0,7,1,0
@guozhangwang Do you want to have a look?,0,0,0,1,14,1,0
I'd like to see these moved into a package related to the reflection -- it would allow us to use package visibility to connect the pieces while using public to control what is visible to the runner/SDK. That can happen in this PR (which introduces the multiple reflection related classes) or a followup.,0,0,0,0,11,3,0
I think the code is in a really good shape and the changes are well tested. Thus +1 for merging.,0,1,0,0,2,5,0
"Nacos-client dependent MySQL-JDBC driver which is GPL, so we can not inculde Nacos-client into ShardingSphere.",0,0,0,0,24,3,0
Any updates here?,0,1,0,1,5,1,0
"Please do refer me to the relevant links, JIRA tickets, etc if that saves your time in re-typing large replies.",0,0,0,0,8,1,0
Superseded by https://github.com/quarkusio/quarkus/pull/7588,0,1,0,0,6,2,0
Run Dataflow RunableOnService,0,0,0,0,10,4,0
Hey @balidani!,0,2,0,0,22,4,0
This is the part I think may require changes or tests to validate the assumptions:,0,0,0,0,21,2,0
"Perhaps you just want to change this so that the REST API returns ""webauthn-passwordless"" and it shows ""Webauthn Passwordless"" in the UI?",0,1,0,1,1,1,0
"I am not sure about this, this can read it from any dependency. As we are mostly just interested in one actually present in the app I think you should be looking at ArchiveRootBuildItem to just check in the main application. This should also be registered under a HotDeploymentWatchedFileBuildItem so that changes to the file will cause an application restart.",0,1,0,0,12,2,0
@hachikuji Overall LGTM. Just want to check one scenario with you:,0,2,0,0,3,1,0
"Ack. tgroh@ and davorbonaci@ can review in my absence, once you're ready.",0,1,0,1,14,4,0
"Correct all of translations as metions above, pls review.",0,0,0,0,14,3,0
"As you said, the `errors` package is public so we cannot change it.",0,2,0,0,15,1,0
"MySQL protocol, IO, Netty, etc.",0,0,0,0,20,5,0
Tests still need to be written. @dhalperi @reuvenlax you two are likely interested.,0,1,0,0,2,2,0
"I added ""assert"" in the name to emphasize the expectation that the method will throw an error if the partition is not assigned. I'm not sure that would be as clear with either of these suggestions, but perhaps it's not that big of a deal. How about ""assignedState""?",0,1,0,0,18,5,0
That looks interesting indeed!,0,0,0,0,5,3,1
I'm a bit confused about the directed / undirected case. I tried testing with both a directed and an undirected input and both my tests failed.. See [here](http://gist.github.com/vasia/ad68268118b6f895cf7c#file-lcc-example-tests) are the test cases I tried.,0,1,0,0,20,4,0
How is a client supposed to use/handle deprecated versions? How much value does maintaining this  in code actually add?,0,0,0,0,8,1,1
"updated, sorry for coming back to this late. hostname took my mental capacity ;)",0,1,0,0,24,5,0
"The travis build passed, so +1 to merge.",0,0,0,0,15,4,0
"Cool. Ok, once you fix the couple of comments I made, ship it.",0,1,0,0,17,2,0
"However, in the case when we just run the user's job, since there is no test environment the local or remote environment have not been created yet.",0,0,0,0,1,2,0
"Looks good, will merge.",0,0,0,0,12,2,0
